行业,公司名称,企业行业,职责描述,ONET0,desc0,dist0,score0,ONET1,desc1,dist1,score1,ONET2,desc2,dist2,score2,ONET3,desc3,dist3,score3,ONET4,desc4,dist4,score4
医疗健康 / 医药外包,康龙化成,医药外包,1、根据项目经理或副总的课题安排，合理设计实验方案并仔细实施； 2、独立承担高难度课题任务，保证按时完成课题任务； 3、科学分析实验中出现的问题，提出合理的改进建议，或得出合理的结论； 4、配合项目经理或副总定期向欧美客户定汇报课题进展情况； 5、及时地书写英文E-Note、日报和结题报告； 6、根据公司要求，及时地总结工作，上交实验数据资料。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
IT/互联网/游戏 / 物联网,海康威视,智能硬件,1．	剪辑历史课程视频，制作1-10分钟不等的短视频； 2．	参与项目组的课程、工作坊实施，进行现场拍摄录制，后期制作有表现张力的视频集锦； 3．	参与课程交付的准备工作，协助物料制作、现场整理等；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405821048562607,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5187730666715366,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5127422316659273,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075192120739119,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5060408477575224,未评分
医疗健康 / 医疗器械,倍轻松科技,电子/半导体/集成电路,1.根据公司系统需求设计，完成相应系统功能的研发任务； 2.负责系统前后台管理系统代码编写，单元测试，代码维护工作； 3.负责系统功能模块设计工作； 4.负责完成系统的开发文档编写。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5408190112103284,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5186358067500082,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5129811063896691,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074265713940738,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059665158695489,未评分
汽车 / 整车制造,中国汽研,整车制造,1. 负责在部门功能安全业务涉及产品开发过程中定义系统的功能安全性； 2. 保证功能安全服务或开发项目质量满足要求； 3. 支持中国汽研版功能安全开发流程体系； 4. 执行定义相关项、功能安全需求规范、技术安全需求及验证； 5. 制订定义软硬件接口（功能安全相关）； 6. 制订功能安全系统架构设计及验证； 7. 实施系统集成； 8. 系统安全分析（FMEA/FTA/FMEDA）及验证； 9. 系统测试工程师制定功能安全系统集成测试计划、规范（软硬件集成测试、子系统集成测试、整车测试）及安全确认； 10. 支持项目安全经理的功能安全管理相关的活动，确保安全计划中的概念和系统活动的实施； 11. 支持软件功能安全工程师的功能安全相关的活动； 12. 支持硬件功能安全工程师的功能安全相关的活动。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5407611509013629,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.518593754031562,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512948955331504,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5073676359195478,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5058963428108424,未评分
汽车 / 汽车交易/后市场,途虎养车,互联网,1、负责客户端/服务端产品质量相关或业务线测试与工具开发； 2、深度参与产品研发项目，协同产品和研发团队高质量交付产品； 3、参与日常项目线下测试与线上质量分析； 4、参与质量体系规划和建设； 5、开发效率工具和保证技术项目质量。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医药外包,康龙化成,医药外包,1.负责药物在细胞水平活性的评价，涉及体外细胞培养、细胞模型建立以及相关分子学等实验操作； 2.负责酶学方法的优化开发及药物活性评价，涉及多种酶类、多方式的技术方法； 3.采集归纳整理实验数据并撰写相关报告，能阅读英文实验方案，汇报实验进度及实验中的异常情况。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗器械,深圳巨烽,医疗器械,1、协助产品项目经理完成阶段工作总结和计划； 2、参与产品研制过程中的电气设计、样机制作和显示效果调试，以及设计验证工作； 3、负责新产品转化，主导组织新产品的量试和导入； 4、协助产线和售后处理产品的质量问题并提供技术支持。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗机构,金域检验集团,医疗机构,1. 负责与辖区内各级医院客户开发、运营合作项目，跟进客户反馈的临床需求，做好协调、沟通工作； 2. 负责与辖区内各级医院客户的数据收集、整理，并与各部门进行反馈； 3. 负责收集市场动态信息进行分析并定期反馈，形成新营销策略； 4. 针对市场情况，协助开展学术活动，促进检测项目的宣传与推广。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
汽车 / 整车制造,中国汽研,整车制造,1.负责软件测试相关规范及流程文件编制； 2.负责根据客户需求完成代码审查、静态测试、单元集成测试； 3.负责制定软件测试计划、设计测试用例，完成软件测试，输出软件测试报告； 4.负责与客户沟通软件问题，协助客户完成bug修复，并完成回归测试； 5.负责软件测试环境的部署，工具升级及维护； 6.负责软件测试工具开发。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗器械,浙江健拓医疗仪器科技有限公司,医疗器械,1、以培养公司未来各层级销售储备干部为目标，接受公司相关培训和实训； 2、用营销的思维管理、维护和开发销售渠道，并组织策划完成各类市场活动； 3、在带训师傅指导下，进行市场分析及目标制定，并达成销售目标。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗机构,金域检验集团,医疗机构,1. 负责所属中心目前项目的运营转化及优化 2. 新项目调研、评估、开发、验证； 3. 负责收集汇总分析实验数据，撰写实验方案、实验报告、实验汇报及项目相关SOP； 4. 负责项目转化过渡阶段的人员带教、样本检测、项目完善和优化； 5. 负责临床相关的沟通反馈、临床科研咨询和设计、科研合作推进。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
汽车 / 汽车交易/后市场,途虎养车,互联网,1、负责途虎各类后台服务和业务模块的需求分析、系统设计和开发实现； 2、参与后端模块、数据平台、基础服务等开发工作； 3、分析并优化业务流程，参与系统长期架构设计与规划，探索合理、可扩展的系统模型； 4、保证代码质量和执行效率，提升系统的可用性和可维护性；优化系统性能，及时排查线上故障，保证系统稳定； 5、积极主动协同产品、前端、测试等相关团队完成项目，促进团队合作，积极影响其它成员。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405685280994326,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188032045945934,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5127918767719373,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075619860428615,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5060632522463102,未评分
医疗健康 / 医药外包,康龙化成,医药外包,1、根据项目经理或副总的课题安排，合理设计实验方案并仔细实施； 2、独立承担高难度课题任务，保证按时完成课题任务； 3、科学分析实验中出现的问题，提出合理的改进建议，或得出合理的结论； 4、配合项目经理或副总定期向欧美客户定汇报课题进展情况； 5、及时地书写英文E-Note、日报和结题报告； 6、根据公司要求，及时地总结工作，上交实验数据资料。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
汽车 / 整车制造,中国汽研,整车制造,1.与客户合作，深入了解其业务流程、数据资产和安全需求。根据需求，定制数据安全体系建设方案，确保解决方案与客户业务紧密匹配； 2.开发综合的数据安全策略，包括数据分类、访问控制、身份验证与授权、数据加密等，以最大程度保护客户数据免受内外部威胁； 3.向客户团队提供数据安全培训，提高他们的安全意识和应对能力。确保客户的数据安全体系符合适用的国际国内法规要求，如GDPR、汽车数据管理若干规定、智能网联汽车数据通用要求等； 4.建立良好的客户关系，理解客户反馈和需求，提供持续的支持和建议，确保客户满意度和项目成功； 5.持续关注汽车产业和数据安全领域的最新动态，保持对行业趋势和创新的敏感度，为客户提供前瞻性建议。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5407556529873231,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5186149943556922,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5129395869865423,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.50737598237607,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059014031759017,未评分
医疗健康 / 医疗机构,金域检验集团,医疗机构,1. 负责所属中心目前项目的运营转化及优化 2. 新项目调研、评估、开发、验证； 3. 负责收集汇总分析实验数据，撰写实验方案、实验报告、实验汇报及项目相关SOP； 4. 负责项目转化过渡阶段的人员带教、样本检测、项目完善和优化； 5. 负责临床相关的沟通反馈、临床科研咨询和设计、科研合作推进。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
汽车 / 汽车交易/后市场,途虎养车,互联网,1、参与途虎养车终端技术中心的日常开发、负责基础功能实现与流程体验优化； 2、通过技术手段，提升用户体验并满足高性能要求。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
医疗健康 / 医药外包,康龙化成,医药外包,1、根据项目经理或副总的课题安排，合理设计实验方案并仔细实施； 2、独立承担高难度课题任务，保证按时完成课题任务； 3、科学分析实验中出现的问题，提出合理的改进建议，或得出合理的结论； 4、配合项目经理或副总定期向欧美客户定汇报课题进展情况； 5、及时地书写英文E-Note、日报和结题报告； 6、根据公司要求，及时地总结工作，上交实验数据资料。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗器械,明灏科技,医疗器械,1.负责产品的市场销售工作，协助完成公司年度销售KPI指标； 2.负责公司在医院临床销售工作； 3.负责推广开发以及日常对客户拜访维护，产品介绍； 4.了解公司所售产品的卖点及产品优势，并根据顾客需求进行推荐; 5.主要对接三甲级以上医院，销售镜片。 6.完成相关领导安排的工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗机构,金域检验集团,医疗机构,1.与辖区内各级医院临床医生密切交流，以疾病为导向推广临床服务项目； 2.负责临床服务项目的日常运营，与公司内各部门联系、沟通，保障项目顺利开展； 3.协调公司资源，协助辖区内各级医院临床医生进行学术交流活动。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
汽车 / 汽车交易/后市场,武汉裕信汽车销售服务有限公司,整车制造,岗位职责： 1、负责汽车维护、保养、维修工作； 2、按照维修作业标准，完成维修、更换零部件等工作； 3、对汽车进行检测、故障排除和修理； 4、协助领导检查车辆维修后的整备质量及交车工作； 5、遵守公司的操作流程和工作规范，确保工作的质量和时效； 6、配合团队完成其他相关工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
医疗健康 / 医疗器械,深圳巨烽,医疗器械,1.辅助生产主管管理车间或处理车间日常事务； 2.胜任多个工作区域业务并完成区域内工作调动； 3.有数据统计及分析能力。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5408190112103284,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5186358067500082,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5129811063896691,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074265713940738,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059665158695489,未评分
汽车 / 整车制造,中国汽研,整车制造,1.负责CAN/LIN通讯物理层及应用层、UDS诊断网络管理以及Bootloader刷新模块的相关测试 2.负责以太网物理层、数据链路层、TCP/IP、SOME/IP、AVB等相关测试: 3.用相关网络测试工具进行网络测试脚本的编写、测试执行，并提交测试报告。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
